Outcome,Message,Identity,Delay,IPODescriptions IPOIdentifier,IPODescriptions Name,IPODescriptions Symbol,IPODescriptions Market,IPODescriptions MarketIdentificationCode,IPODescriptions Status,IPODescriptions FilingDate,IPODescriptions TradeDate,IPODescriptions EstimatedOfferDate,IPODescriptions OfferDate,IPODescriptions OfferLowPrice,IPODescriptions OfferHighPrice,IPODescriptions OfferSize,IPODescriptions OfferPrice,IPODescriptions OfferAmount,IPODescriptions Currency,IPODescriptions SmallMarketCap,IPODescriptions SpecialPurposeAcquisitionCompany
Success,,Request,48.2936147,21478,Contura Energy,CTRA,"New York Stock Exchange, Inc.",XNYS,Postponed,5/8/2017,,8/7/2017,,23,27,,,150000000,USD,False,False
Success,,Request,48.2936147,19945,Conyers Park Acquisition,CPAAU,NASDAQ,XNAS,Priced,6/20/2016,7/15/2016,7/11/2016,7/14/2016,10,10,37500000,10,375000000,USD,False,True
Success,,Request,48.2936147,23760,CooTek,CTK,"New York Stock Exchange, Inc.",XNYS,Priced,8/16/2018,9/28/2018,9/24/2018,9/27/2018,12,14,4350000,12,52200000,USD,False,False
Success,,Request,48.2936147,23760,CooTek,CTK,"New York Stock Exchange, Inc.",XNYS,Priced,8/16/2018,9/28/2018,9/24/2018,9/27/2018,12,14,4350000,12,52200000,USD,False,False
Success,,Request,48.2936147,17085,Corindus Vascular Robotics,CVRS,"New York Stock Exchange, Inc.",XNYS,Priced,5/11/2015,5/29/2015,5/25/2015,5/28/2015,3.8,3.8,11000000,3.8,41800000,USD,False,False
Success,,Request,48.2936147,12886,Corium International,CORI,NASDAQ,XNAS,Priced,3/3/2014,4/3/2014,3/31/2014,4/2/2014,10,12,6500000,8,52000000,USD,False,False
Success,,Request,48.2936147,23561,Cornerstone Management,CSCA,NASDAQ,XNAS,Active,6/5/2018,,12/24/2018,,4,4,,,20000000,USD,False,False
Success,,Request,48.2936147,23001,Corporación América Airports,CAAP,"New York Stock Exchange, Inc.",XNYS,Priced,12/6/2017,2/1/2018,1/29/2018,1/31/2018,19,23,28571428,17,485714276,USD,False,False
Success,,Request,48.2936147,9741,Corsair Components,CRSR,NASDAQ,XNAS,Postponed,4/23/2010,,5/21/2012,,12,14,,,78000000,USD,False,
Success,,Request,48.2936147,10648,Cortina Systems,CRTN,NASDAQ,XNAS,Withdrawn,3/16/2011,,,,,,,,,USD,,
Success,,Request,48.2936147,19631,Corvus Pharmaceuticals,CRVS,NASDAQ,XNAS,Priced,1/4/2016,3/23/2016,3/21/2016,3/22/2016,15,17,4700000,15,70500000,USD,False,False
Success,,Request,48.2936147,11299,Coskata,COSK,NASDAQ,XNAS,Withdrawn,12/16/2011,,,,,,,,,USD,,False
Success,,Request,48.2936147,13561,Costamare Partners LP,CMRP,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Active,10/2/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,19852,Cotiviti Holdings,COTV,"New York Stock Exchange, Inc.",XNYS,Priced,4/29/2016,5/26/2016,5/23/2016,5/25/2016,17,19,12500000,19,237500000,USD,False,False
Success,,Request,48.2936147,11724,Coty,COTY,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,6/29/2012,6/13/2013,6/10/2013,6/12/2013,16.5,18.5,57142857,17.5,999999997,USD,False,False
Success,,Request,48.2936147,13658,County Bancorp,ICBK,NASDAQ,XNAS,Priced,11/10/2014,1/16/2015,1/12/2015,1/15/2015,16,18,1180000,15.75,18585000,USD,False,False
Success,,Request,48.2936147,21067,Coupa Software,COUP,NASDAQ,XNAS,Priced,9/8/2016,10/6/2016,10/3/2016,10/5/2016,16,18,7400000,18,133200000,USD,False,False
Success,,Request,48.2936147,12798,Coupons.com,COUP,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,1/31/2014,3/7/2014,3/3/2014,3/6/2014,12,14,10500000,16,168000000,USD,False,False
Success,,Request,48.2936147,12258,Covisint,COVS,NASDAQ,XNAS,Priced,5/14/2013,9/26/2013,9/23/2013,9/25/2013,9,11,6400000,10,64000000,USD,False,False
Success,,Request,48.2936147,10783,CPG International,AZEK,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Active,4/22/2011,,,,,,,,,USD,,False
Success,,Request,48.2936147,19355,CPI Card Group,PMTS,NASDAQ,XNAS,Priced,8/7/2015,10/9/2015,10/5/2015,10/8/2015,10,10,15000000,10,150000000,USD,False,False
Success,,Request,48.2936147,25145,Crescent Acquisition,CRSAU,NASDAQ,XNAS,Priced,2/15/2019,3/8/2019,3/4/2019,3/7/2019,10,10,25000000,10,250000000,USD,False,True
Success,,Request,48.2936147,23127,Crescent Funding,CFUNU,NASDAQ,XNAS,Postponed,1/12/2018,,2/19/2018,,10,10,,,250000000,USD,False,True
Success,,Request,48.2936147,23603,Crinetics Pharmaceuticals,CRNX,NASDAQ,XNAS,Priced,6/22/2018,7/18/2018,7/16/2018,7/17/2018,15,17,6000000,17,102000000,USD,False,False
Success,,Request,48.2936147,21071,CRISPR Therapeutics,CRSP,NASDAQ,XNAS,Priced,9/9/2016,10/19/2016,10/17/2016,10/18/2016,15,17,4000000,14,56000000,USD,False,False
Success,,Request,48.2936147,12509,Criteo,CRTO,NASDAQ,XNAS,Priced,9/18/2013,10/30/2013,10/28/2013,10/29/2013,27,29,8082580,31,250559980,USD,False,False
Success,,Request,48.2936147,22903,Cue Biopharma,CUE,NASDAQ,XNAS,Priced,9/21/2017,,12/18/2017,12/21/2017,7.5,7.5,7333334,7.5,55000005,USD,False,False
Success,,Request,48.2936147,25015,CURE Pharmaceutical Holding,CURR,NASDAQ,XNAS,Active,7/9/2018,,12/24/2018,,5,7,,,12000000,USD,False,False
Success,,Request,48.2936147,22888,Curo Group Holdings,CURO,"New York Stock Exchange, Inc.",XNYS,Priced,10/24/2017,12/7/2017,12/4/2017,12/6/2017,14,16,6666667,14,93333338,USD,False,False
Success,,Request,48.2936147,23594,Cushman & Wakefield,CWK,"New York Stock Exchange, Inc.",XNYS,Priced,6/20/2018,8/2/2018,7/30/2018,8/1/2018,16,18,45000000,17,765000000,USD,False,False
Success,,Request,48.2936147,11588,Customers Bancorp,CUBI,NASDAQ,XNAS,Withdrawn,3/28/2012,,5/7/2012,,13,15,,,100000012,USD,False,
Success,,Request,48.2936147,12383,Cvent,CVT,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,7/8/2013,8/9/2013,8/5/2013,8/8/2013,17,19,5600000,21,117600000,USD,False,False
Success,,Request,48.2936147,11884,"CVR Refining, LP",CVRR,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,10/1/2012,1/17/2013,1/14/2013,1/16/2013,24,26,24000000,25,600000000,USD,False,False
Success,,Request,48.2936147,13180,CVSL,CVSL,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,5/22/2014,2/26/2015,,2/26/2015,8,10,,3,60000003,USD,False,False
Success,,Request,48.2936147,8753,CWCapital Realty Trust,CWR,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Active,8/15/2008,,,,0,0,,,0,USD,True,
Success,,Request,48.2936147,12189,Cyan,CYNI,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,4/4/2013,5/9/2013,5/6/2013,5/8/2013,10,12,8000000,11,88000000,USD,False,False
Success,,Request,48.2936147,13301,CyberArk Software,CYBR,NASDAQ,XNAS,Priced,6/24/2014,9/24/2014,9/22/2014,9/23/2014,13,15,5360000,16,85760000,USD,False,False
Success,,Request,48.2936147,13033,CymaBay Therapeutics,CBAY,NASDAQ,XNAS,Active,4/8/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,17111,Cynapsus Therapeutics,CYNA,NASDAQ,XNAS,Priced,5/15/2015,6/18/2015,6/15/2015,6/17/2015,14.6,14.6,4500000,14,63000000,USD,False,False
Success,,Request,48.2936147,12630,Cypress Energy Partners LP,CELP,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,11/14/2013,1/15/2014,1/13/2014,1/14/2014,19,21,3750000,20,75000000,USD,False,False
Success,,Request,48.2936147,11774,CyrusOne,CONE,NASDAQ,XNAS,Priced,8/8/2012,1/18/2013,1/14/2013,1/17/2013,16,18,16500000,19,313500000,USD,False,False
Success,,Request,48.2936147,19397,CytomX Therapeutics,CTMX,NASDAQ,XNAS,Priced,8/28/2015,10/8/2015,10/5/2015,10/7/2015,14,16,6666667,12,80000004,USD,False,False
Success,,Request,48.2936147,13036,Dance Biopharm,DNCE,NASDAQ,XNAS,Active,4/9/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,23201,Datasea,DTSS,NASDAQ,XNAS,Active,12/5/2017,,10/31/2018,,4,4,,,5800000,USD,False,False
Success,,Request,48.2936147,13500,Dave & Buster's Entertainment,PLAY,NASDAQ,XNAS,Priced,9/8/2014,10/10/2014,10/6/2014,10/9/2014,16,18,5882353,16,94117648,USD,False,False
Success,,Request,48.2936147,11014,Dave & Buster's Entertainment,PLAY,NASDAQ,XNAS,Withdrawn,7/15/2011,,10/1/2012,,,,,,,USD,,False
Success,,Request,48.2936147,14992,DAVIDsTEA,DTEA,NASDAQ,XNAS,Priced,4/2/2015,6/5/2015,6/1/2015,6/4/2015,17,18,5100000,19,96900000,USD,False,False
Success,,Request,48.2936147,13533,DBV Technologies,DBVT,NASDAQ,XNAS,Priced,9/23/2014,10/22/2014,10/20/2014,10/21/2014,23,23,4277826,21.64,92572154,USD,False,False
Success,,Request,48.2936147,24863,DD3 Acquisition,DDMXU,NASDAQ,XNAS,Priced,9/19/2018,10/12/2018,10/8/2018,10/11/2018,10,10,5000000,10,50000000,USD,False,True
Success,,Request,48.2936147,22716,Deciphera Pharmaceuticals,DCPH,NASDAQ,XNAS,Priced,9/1/2017,9/28/2017,9/25/2017,9/27/2017,15,17,7500000,17,127500000,USD,False,False
Success,,Request,48.2936147,11363,Del Frisco's Restaurant Group,DFRG,NASDAQ,XNAS,Priced,1/24/2012,7/27/2012,7/23/2012,7/26/2012,14,16,5800000,13,75400000,USD,False,False
Success,,Request,48.2936147,11740,"Delek Logistics Partners, LP",DKL,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,7/12/2012,11/2/2012,10/29/2012,11/1/2012,19,21,8000000,21,168000000,USD,False,False
Success,,Request,48.2936147,11013,Demandware,DWRE,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,7/15/2011,3/15/2012,3/12/2012,3/14/2012,12.5,14.5,5500000,16,88000000,USD,False,False
Success,,Request,48.2936147,22939,Denali Therapeutics,DNLI,NASDAQ,XNAS,Priced,11/13/2017,12/8/2017,12/4/2017,12/7/2017,17,19,13888888,18,249999984,USD,False,False
Success,,Request,48.2936147,13481,Dermira,DERM,NASDAQ,XNAS,Priced,8/28/2014,10/3/2014,9/29/2014,10/2/2014,14,16,7812500,16,125000000,USD,False,False
Success,,Request,48.2936147,13126,DermTech,DMTK,NASDAQ,XNAS,Active,5/9/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,22657,Despegar.com,DESP,"New York Stock Exchange, Inc.",XNYS,Priced,8/15/2017,9/20/2017,9/18/2017,9/19/2017,23,26,12770000,26,332020000,USD,False,False
Success,,Request,48.2936147,12527,Devon Midstream Partners LP,DVNM,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Withdrawn,9/27/2013,,,,,,,,,USD,,False
Success,,Request,48.2936147,23088,DFB Healthcare Acquisitions,DFBHU,NASDAQ,XNAS,Priced,12/29/2017,2/16/2018,2/12/2018,2/15/2018,10,10,25000000,10,250000000,USD,False,True
Success,,Request,48.2936147,24977,DiaMedica Therapeutics,DMAC,NASDAQ,XNAS,Priced,11/9/2018,12/7/2018,12/3/2018,12/6/2018,4,5,4100000,4,16400000,USD,False,False
Success,,Request,48.2936147,25242,Diamond Eagle Acquisition,,NASDAQ,XNAS,Active,4/11/2019,,,,10,10,,,350000000,USD,False,True
Success,,Request,48.2936147,12341,Diamond Resorts International,DRII,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,6/14/2013,7/19/2013,7/15/2013,7/18/2013,16,18,15500000,14,217000000,USD,False,False
Success,,Request,48.2936147,12807,Diamond S Shipping Group,DSG,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Postponed,2/4/2014,,3/10/2014,,14,16,,,210000000,USD,False,False
Success,,Request,48.2936147,11395,Diamondback Energy,FANG,NASDAQ,XNAS,Priced,2/14/2012,10/12/2012,10/8/2012,10/11/2012,17,19,12500000,17.5,218750000,USD,False,False
Success,,Request,48.2936147,25099,DiamondPeak Holdings,DPHCU,NASDAQ,XNAS,Priced,1/18/2019,2/28/2019,2/25/2019,2/27/2019,10,10,25000000,10,250000000,USD,False,True
Success,,Request,48.2936147,12715,Dicerna Pharmaceuticals,DRNA,NASDAQ,XNAS,Priced,12/31/2013,1/30/2014,1/27/2014,1/29/2014,14,14,6000000,15,90000000,USD,False,False
Success,,Request,48.2936147,18253,Digicel Group,DCEL,"New York Stock Exchange, Inc.",XNYS,Postponed,6/26/2015,,10/5/2015,,13,16,,,1799999956,USD,False,False
Success,,Request,48.2936147,19432,Dimension Therapeutics,DMTX,NASDAQ,XNAS,Priced,9/14/2015,10/22/2015,10/19/2015,10/21/2015,14,16,5500000,13,71500000,USD,False,False
Success,,Request,48.2936147,12811,Dipexium Pharmaceuticals,DPRX,NASDAQ,XNAS,Priced,2/6/2014,3/13/2014,3/10/2014,3/12/2014,12,14,2750000,12,33000000,USD,False,False
Success,,Request,48.2936147,13345,Diplomat Pharmacy,DPLO,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,7/3/2014,10/10/2014,10/6/2014,10/9/2014,14,16,13333333,13,173333329,USD,False,False
Success,,Request,48.2936147,9697,DLC Realty Trust,DLC,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Postponed,4/12/2010,,,,12,13,,,500000000,USD,False,
Success,,Request,48.2936147,23357,DocuSign,DOCU,NASDAQ,XNAS,Priced,3/28/2018,4/27/2018,4/23/2018,4/26/2018,26,28,21700000,29,629300000,USD,False,False
Success,,Request,48.2936147,23044,Dogness (International),DOGZ,NASDAQ,XNAS,Priced,9/20/2017,12/20/2017,12/18/2017,12/19/2017,4,6,10913631,5,54568155,USD,False,False
Success,,Request,48.2936147,21449,Dole Food Company,DOLE,NASDAQ,XNAS,Active,4/25/2017,,,,,,,,,USD,,False
Success,,Request,48.2936147,12979,Dominion Midstream Partners LP,DM,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,3/28/2014,10/15/2014,10/13/2014,10/14/2014,19,21,17500000,21,367500000,USD,False,False
Success,,Request,48.2936147,23549,Domo,DOMO,NASDAQ,XNAS,Priced,6/1/2018,6/29/2018,6/25/2018,6/28/2018,19,22,9200000,21,193200000,USD,False,False
Success,,Request,48.2936147,12906,Dorian LPG,LPG,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,3/7/2014,5/8/2014,5/5/2014,5/7/2014,18,20,7105263,19,134999997,USD,False,False
Success,,Request,48.2936147,19365,Double Eagle Acquisition ,EAGLU,NASDAQ,XNAS,Priced,8/13/2015,9/11/2015,9/7/2015,9/10/2015,10,10,48000000,10,480000000,USD,False,True
Success,,Request,48.2936147,21535,Dova Pharmaceuticals,DOVA,NASDAQ,XNAS,Priced,6/2/2017,6/29/2017,6/26/2017,6/28/2017,15,17,4415000,17,75055000,USD,False,False
Success,,Request,48.2936147,22687,Draper Oakwood Technology Acquisition,DOTAU,NASDAQ,XNAS,Priced,8/25/2017,9/15/2017,9/11/2017,9/14/2017,10,10,5000000,10,50000000,USD,False,True
Success,,Request,48.2936147,23269,Dropbox,DBX,NASDAQ,XNAS,Priced,2/23/2018,3/23/2018,3/19/2018,3/22/2018,18,20,36000000,21,756000000,USD,False,False
Success,,Request,48.2936147,13341,DT Asia Investments,CADTU,NASDAQ,XNAS,Priced,7/2/2014,10/1/2014,9/29/2014,9/30/2014,10,10,6000000,10,60000000,USD,False,True
Success,,Request,48.2936147,12604,DTLR Holding,DTLR,NASDAQ,XNAS,Active,11/1/2013,,,,12,14,,,75000003,USD,False,False
Success,,Request,48.2936147,19475,Duluth Holdings,DLTH,NASDAQ,XNAS,Priced,10/6/2015,11/20/2015,11/16/2015,11/19/2015,14,16,6666667,12,80000004,USD,False,False
Success,,Request,48.2936147,19539,Dundon Capital Acquisition,DCAU,NASDAQ,XNAS,Active,11/9/2015,,,,10,10,,,400000000,USD,False,True
Success,,Request,48.2936147,11462,Durata Therapeutics,DRTX,NASDAQ,XNAS,Priced,3/22/2012,7/19/2012,7/16/2012,7/18/2012,11,13,7500000,9,67500000,USD,False,False
Success,,Request,48.2936147,12561,Dynagas LNG Partners LP,DLNG,NASDAQ,XNAS,Priced,10/10/2013,11/13/2013,11/11/2013,11/12/2013,19,21,12500000,18,225000000,USD,False,False
Success,,Request,48.2936147,21041,e.l.f. Beauty,ELF,"New York Stock Exchange, Inc.",XNYS,Priced,8/26/2016,9/22/2016,9/19/2016,9/21/2016,14,16,8333333,17,141666661,USD,False,False
Success,,Request,48.2936147,11403,E2open,EOPN,NASDAQ,XNAS,Priced,2/17/2012,7/26/2012,7/23/2012,7/25/2012,15,17,4687500,15,70312500,USD,False,False
Success,,Request,48.2936147,12697,Eagle Pharmaceuticals,EGRX,NASDAQ,XNAS,Priced,12/20/2013,2/12/2014,2/10/2014,2/11/2014,14,16,3350000,15,50250000,USD,False,False
Success,,Request,48.2936147,21116,Eagleline Acquisition,IGLEU,NASDAQ,XNAS,Active,10/14/2016,,,,10,10,,,150000000,USD,False,True
Success,,Request,48.2936147,13872,eASIC,EASI,NASDAQ,XNAS,Active,2/19/2015,,,,,,,,,USD,,False
Success,,Request,48.2936147,17082,Easterly Acquisition,EACQU,NASDAQ,XNAS,Priced,5/8/2015,7/30/2015,7/27/2015,7/29/2015,10,10,18000000,10,180000000,USD,False,True
Success,,Request,48.2936147,13721,Easterly Government Properties,DEA,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,12/23/2014,2/6/2015,2/2/2015,2/5/2015,14,16,12000000,15,180000000,USD,False,False
Success,,Request,48.2936147,13105,Eclipse Resources,ECR,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,5/5/2014,6/20/2014,6/16/2014,6/19/2014,27,30,30300000,27,818100000,USD,False,False
Success,,Request,48.2936147,12988,ECM Energy Services,ECME,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Postponed,3/31/2014,,5/12/2014,,7,9,,,20000000,USD,False,False
Success,,Request,48.2936147,14970,Ecolomondo,EECO,NASDAQ,XNAS,Active,3/26/2015,,,,6.5,7.5,,,14000000,USD,False,False
Success,,Request,48.2936147,14970,Ecolomondo,EECO,NASDAQ,XNAS,Active,3/26/2015,,,,6.5,7.5,,,14000000,USD,False,False
Success,,Request,48.2936147,17091,E-compass Acquisition,ECACU,NASDAQ,XNAS,Priced,5/11/2015,8/13/2015,8/10/2015,8/12/2015,10,10,4000000,10,40000000,USD,False,True
Success,,Request,48.2936147,13665,Eco-Stim Energy Solutions,ESES,NASDAQ,XNAS,Active,11/14/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,19368,Edge Therapeutics,EDGE,NASDAQ,XNAS,Priced,8/14/2015,10/1/2015,9/28/2015,9/30/2015,14,16,7315151,11,80466661,USD,False,False
Success,,Request,48.2936147,11312,Edgen Group,EDG,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,12/29/2011,4/27/2012,4/23/2012,4/26/2012,14,16,15000000,11,165000000,USD,False,False
Success,,Request,48.2936147,19627,Editas Medicine,EDIT,NASDAQ,XNAS,Priced,1/4/2016,2/3/2016,2/1/2016,2/2/2016,16,18,5900000,16,94400000,USD,False,False
Success,,Request,48.2936147,24835,EdtechX Holdings Acquisition,EDTXU,NASDAQ,XNAS,Priced,9/10/2018,10/5/2018,10/1/2018,10/5/2018,10,10,5500000,10,55000000,USD,False,True
Success,,Request,48.2936147,11461,Edwards Group,EVAC,NASDAQ,XNAS,Priced,3/21/2012,5/11/2012,5/7/2012,5/10/2012,9,10,12500000,8,100000000,USD,False,False
Success,,Request,48.2936147,12576,Egalet,EGLT,NASDAQ,XNAS,Priced,10/16/2013,2/6/2014,2/3/2014,2/5/2014,11,13,4200000,12,50400000,USD,False,False
Success,,Request,48.2936147,13565,eHi Car Services,EHIC,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,10/3/2014,11/18/2014,11/17/2014,11/17/2014,12,14,10000000,12,120000000,USD,False,False
Success,,Request,48.2936147,23529,Eidos Therapeutics,EIDX,NASDAQ,XNAS,Priced,5/25/2018,6/20/2018,6/18/2018,6/19/2018,15,17,6250000,17,106250000,USD,False,False
Success,,Request,48.2936147,13303,El Pollo Loco Holdings,LOCO,NASDAQ,XNAS,Priced,6/24/2014,7/25/2014,7/21/2014,7/24/2014,13,15,7142857,15,107142855,USD,False,False
Success,,Request,48.2936147,23714,Elanco Animal Health,ELAN,"New York Stock Exchange, Inc.",XNYS,Priced,8/2/2018,9/20/2018,9/17/2018,9/19/2018,20,23,62900000,24,1509600000,USD,False,False
Success,,Request,48.2936147,23827,Elastic,ESTC,"New York Stock Exchange, Inc.",XNYS,Priced,9/5/2018,10/5/2018,10/1/2018,10/4/2018,33,35,7000000,36,252000000,USD,False,False
Success,,Request,48.2936147,23204,ElectraMeccanica Vehicles,SOLO,NASDAQ,XNAS,Priced,2/1/2018,8/9/2018,,8/9/2018,,,2353000,4.25,10000250,USD,,False
Success,,Request,48.2936147,23508,ElectroCore,ECOR,NASDAQ,XNAS,Priced,5/21/2018,6/22/2018,6/18/2018,6/21/2018,14,16,5200000,15,78000000,USD,False,False
Success,,Request,48.2936147,13134,Electronic Cigarettes International Group,ECIG,NASDAQ,XNAS,Postponed,5/13/2014,,10/20/2014,,4.5,4.5,,,149999994,USD,False,False
Success,,Request,48.2936147,17041,Electrum Special Acquisition,ELECU,NASDAQ,XNAS,Priced,4/23/2015,6/11/2015,6/8/2015,6/10/2015,10,10,17500000,10,175000000,USD,False,True
Success,,Request,48.2936147,19537,Elevate Credit,ELVT,"New York Stock Exchange, Inc.",XNYS,Priced,11/9/2015,4/6/2017,4/3/2017,4/5/2017,6.5,6.5,12400000,6.5,80600000,USD,False,False
Success,,Request,48.2936147,12710,Eleven Biotherapeutics,EBIO,NASDAQ,XNAS,Priced,12/30/2013,2/6/2014,2/3/2014,2/5/2014,13,15,5000000,10,50000000,USD,False,False
Success,,Request,48.2936147,21633,Elio Motors,ELIO,NASDAQ,XNAS,Active,8/3/2017,,,,,,,,,USD,,False
Success,,Request,48.2936147,12378,Ellington Housing,,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Active,7/2/2013,,,,,,,,,USD,,False
Success,,Request,48.2936147,12182,Ellington Residential Mortgage REIT,EARN,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,4/1/2013,5/1/2013,4/29/2013,5/1/2013,20,20,6450000,20,129000000,USD,False,False
Success,,Request,48.2936147,19503,Ellipse Technologies,MGEC,NASDAQ,XNAS,Acquired,10/16/2015,,,,,,,,,USD,,False
Success,,Request,48.2936147,11097,Eloqua,ELOQ,NASDAQ,XNAS,Priced,8/24/2011,8/2/2012,7/30/2012,8/1/2012,9.5,11.5,8000000,11.5,92000000,USD,False,False
Success,,Request,48.2936147,21404,Emerald Expositions Events,EEX,"New York Stock Exchange, Inc.",XNYS,Priced,3/31/2017,4/28/2017,4/24/2017,4/27/2017,18,20,15500000,17,263500000,USD,False,False
Success,,Request,48.2936147,12169,Emerge Energy Services LP,EMES,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,3/25/2013,5/9/2013,5/6/2013,5/8/2013,19,21,7500000,17,127500000,USD,False,False
Success,,Request,48.2936147,10993,Emmaus Holdings,EMMA,NASDAQ,XNAS,Active,7/11/2011,,,,,,,,,USD,,False
Success,,Request,48.2936147,17089,Empire Petroleum Partners LP,EPLP,"New York Stock Exchange, Inc.",XNYS,Active,5/12/2015,,,,,,,,,USD,,False
Success,,Request,48.2936147,11388,Empire State Realty Trust,ESRT,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,2/13/2012,10/2/2013,9/30/2013,10/1/2013,13,15,71500000,13,929500000,USD,False,False
Success,,Request,48.2936147,12649,Enable Midstream Partners LP,ENBL,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,11/26/2013,4/11/2014,4/7/2014,4/10/2014,19,21,25000000,20,500000000,USD,False,False
Success,,Request,48.2936147,11923,Enanta Pharmaceuticals,ENTA,NASDAQ,XNAS,Priced,11/6/2012,3/21/2013,3/18/2013,3/20/2013,14,16,4000000,14,56000000,USD,False,False
Success,,Request,48.2936147,23639,Endava,DAVA,"New York Stock Exchange, Inc.",XNYS,Priced,6/29/2018,7/27/2018,7/23/2018,7/26/2018,17,19,6340000,20,126800000,USD,False,False
Success,,Request,48.2936147,17074,EndoChoice Holdings,GI,"New York Stock Exchange, Inc.",XNYS,Priced,5/5/2015,6/5/2015,6/1/2015,6/4/2015,15,17,6350000,15,95250000,USD,False,False
Success,,Request,48.2936147,13495,EndoStim,STIM,NASDAQ,XNAS,Postponed,9/5/2014,,10/20/2014,,10,12,,,35200000,USD,False,False
Success,,Request,48.2936147,12491,Endurance International Group Holdings,EIGI,NASDAQ,XNAS,Priced,9/9/2013,10/25/2013,10/21/2013,10/24/2013,14,16,21051000,12,252612000,USD,False,False
Success,,Request,48.2936147,12980,Energous,WATT,NASDAQ,XNAS,Priced,1/24/2014,3/28/2014,3/24/2014,3/27/2014,6,6,4000000,6,24000000,USD,False,False
Success,,Request,48.2936147,13512,Energy & Exploration Partners,ENXP,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Active,9/12/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,11848,Energy & Exploration Partners,ENXP,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Withdrawn,9/10/2012,,11/12/2012,,,,,,,USD,,False
Success,,Request,48.2936147,22648,Energy Hunter Resources,EHR,NASDAQ,XNAS,Postponed,10/25/2016,,10/30/2017,,8,10,,,43470000,USD,False,False
Success,,Request,48.2936147,13485,Enovation Controls,ENOV,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Active,8/29/2014,,,,,,,,,USD,,False
Success,,Request,48.2936147,10929,Enphase Energy,ENPH,NASDAQ,XNAS,Priced,6/15/2011,3/30/2012,3/26/2012,3/29/2012,6,7,8969697,6,53818182,USD,False,False
Success,,Request,48.2936147,23765,Entasis Therapeutics Holdings,ETTX,NASDAQ,XNAS,Priced,8/17/2018,9/26/2018,9/24/2018,9/25/2018,16,18,5000000,15,75000000,USD,False,False
Success,,Request,48.2936147,23765,Entasis Therapeutics Holdings,ETTX,NASDAQ,XNAS,Priced,8/17/2018,9/26/2018,9/24/2018,9/25/2018,16,18,5000000,15,75000000,USD,False,False
Success,,Request,48.2936147,13719,Entellus Medical,ENTL,NASDAQ,XNAS,Priced,12/23/2014,1/29/2015,1/26/2015,1/28/2015,15,17,4603580,17,78260860,USD,False,False
Success,,Request,48.2936147,22924,Entera Bio,ENTX,NASDAQ,XNAS,Priced,11/9/2017,6/29/2018,,6/28/2018,8,10,1400000,8,11200000,USD,False,False
Success,,Request,48.2936147,24903,EnVen Energy ,ENVN,"New York Stock Exchange, Inc.",XNYS,Active,10/3/2018,,,,,,,,,USD,,False
Success,,Request,48.2936147,12338,Envision Healthcare,EVHC,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,6/13/2013,8/14/2013,8/12/2013,8/13/2013,20,23,42000000,23,966000000,USD,False,False
Success,,Request,48.2936147,13625,Enviva Partners LP,EVA,"NEW YORK STOCK EXCHANGE, INC.",XNYS,Priced,10/28/2014,4/29/2015,4/27/2015,4/28/2015,19,21,10000000,20,200000000,USD,False,False
