Outcome,Message,Identity,Delay,IPOPerformances Symbol,IPOPerformances Name,IPOPerformances OfferPrice,IPOPerformances OfferDate,IPOPerformances TradeDate,IPOPerformances Currency,IPOPerformances ClosePrice,IPOPerformances ClosePriceDate,IPOPerformances PercentChange
Success,,Request,63.6632563,NAO,Nordic American Offshore,16,6/11/2014,6/12/2014,USD,3.24,4/11/2019,-79.75
Success,,Request,63.6632563,NCLH,Norwegian Cruise Line,19,1/17/2013,1/18/2013,USD,57.48,4/11/2019,202.53
Success,,Request,63.6632563,NOVN,Novan,11,9/20/2016,9/21/2016,USD,0.898,4/11/2019,-91.84
Success,,Request,63.6632563,NVCR,NovoCure,22,10/1/2015,10/2/2015,USD,45.79,4/11/2019,108.14
Success,,Request,63.6632563,NYLD,NRG Yield,22,7/16/2013,7/17/2013,USD,20.1,2/12/2019,-8.64
Success,,Request,63.6632563,NCNA,NuCana,15,9/27/2017,9/28/2017,USD,16.2,4/11/2019,8
Success,,Request,63.6632563,NTNX,Nutanix,16,9/29/2016,9/30/2016,USD,39.72,4/11/2019,148.25
Success,,Request,63.6632563,OAK,Oaktree Capital Group,43,4/11/2012,4/12/2012,USD,49.96,4/11/2019,16.19
Success,,Request,63.6632563,OMP,Oasis Midstream Partners LP,17,9/20/2017,9/21/2017,USD,20.02,4/11/2019,17.76
Success,,Request,63.6632563,OASM,Oasmia Pharmaceutical,4.06,10/22/2015,10/23/2015,USD,2.24,4/11/2019,-44.83
Success,,Request,63.6632563,OBLN,Obalon Therapeutics,15,10/5/2016,10/6/2016,USD,0.5589,4/11/2019,-96.27
Success,,Request,63.6632563,OBSV,ObsEva,15,1/25/2017,1/26/2017,USD,13.84,4/11/2019,-7.73
Success,,Request,63.6632563,OCUL,Ocular Therapeutix,13,7/24/2014,7/25/2014,USD,3.96,4/11/2019,-69.54
Success,,Request,63.6632563,ODT,Odonate Therapeutics,24,12/6/2017,12/7/2017,USD,25,4/11/2019,4.17
Success,,Request,63.6632563,OKTA,Okta,17,4/6/2017,4/7/2017,USD,95.02,4/11/2019,458.94
Success,,Request,63.6632563,OLLI,Ollie's Bargain Outlet Holdings,16,7/15/2015,7/16/2015,USD,90.6,4/11/2019,466.25
Success,,Request,63.6632563,OMAM,OM Asset Management,14,10/8/2014,10/9/2014,USD,14.6,4/11/2019,4.29
Success,,Request,63.6632563,ONDK,On Deck Capital,20,12/16/2014,12/17/2014,USD,5.2,4/11/2019,-74
Success,,Request,63.6632563,OMED,OncoMed Pharmaceuticals,17,7/17/2013,7/18/2013,USD,0.96,4/11/2019,-94.35
Success,,Request,63.6632563,ONTX,Onconova Therapeutics,15,7/24/2013,7/25/2013,USD,4.03,4/11/2019,-73.13
Success,,Request,63.6632563,OMAD.U,One Madison Corp,10,1/17/2018,1/18/2018,USD,10.85,4/11/2019,8.5
Success,,Request,63.6632563,OSS,One Stop Systems,5,2/1/2018,2/1/2018,USD,2.58,4/11/2019,-48.4
Success,,Request,63.6632563,ONE,OneSmart International Education Group,11,3/27/2018,3/28/2018,USD,8.33,4/11/2019,-24.27
Success,,Request,63.6632563,OOMA,Ooma,13,7/16/2015,7/17/2015,USD,13.71,4/11/2019,5.46
Success,,Request,63.6632563,OPBK,OP Bancorp,11,3/27/2018,3/28/2018,USD,8.87,4/11/2019,-19.36
Success,,Request,63.6632563,OPRA,Opera Limited,12,7/26/2018,7/27/2018,USD,7.85,4/11/2019,-34.58
Success,,Request,63.6632563,OPESU,Opes Acquisition,10,3/13/2018,3/14/2018,USD,10.38,4/11/2019,3.8
Success,,Request,63.6632563,OPGN,OpGen,6,5/5/2015,5/5/2015,USD,0.5999,4/11/2019,-90
Success,,Request,63.6632563,OPHT,Ophthotech,22,9/24/2013,9/25/2013,USD,1.44,4/11/2019,-93.45
Success,,Request,63.6632563,OPTN,OptiNose,16,10/12/2017,10/13/2017,USD,9.76,4/11/2019,-39
Success,,Request,63.6632563,OPB,Opus Bank,30,4/15/2014,4/16/2014,USD,20.92,4/11/2019,-30.27
Success,,Request,63.6632563,ORTX,Orchard Therapeutics,14,10/30/2018,10/31/2018,USD,19.25,4/11/2019,37.5
Success,,Request,63.6632563,ORC,Orchid Island Capital,15,2/14/2013,2/14/2013,USD,6.68,4/11/2019,-55.47
Success,,Request,63.6632563,OBNK,Origin Bancorp,34,5/8/2018,5/9/2018,USD,34.42,4/11/2019,1.24
Success,,Request,63.6632563,OEC,Orion Engineered Carbons,18,7/24/2014,7/25/2014,USD,20.17,4/11/2019,12.06
Success,,Request,63.6632563,KIDS,OrthoPediatrics,13,10/11/2017,10/12/2017,USD,38.29,4/11/2019,194.54
Success,,Request,63.6632563,OSMT,Osmotica Pharmaceuticals,7,10/17/2018,10/18/2018,USD,3.97,4/11/2019,-43.29
Success,,Request,63.6632563,OTIC,Otonomy,16,8/12/2014,8/13/2014,USD,2.81,4/11/2019,-82.44
Success,,Request,63.6632563,OVID,Ovid Therapeutics,15,5/4/2017,5/5/2017,USD,1.84,4/11/2019,-87.73
Success,,Request,63.6632563,OXFD,Oxford Immunotec Global,12,11/21/2013,11/22/2013,USD,15.56,4/11/2019,29.67
Success,,Request,63.6632563,PCB,Pacific City Financial,20,8/9/2018,8/10/2018,USD,18.15,4/11/2019,-9.25
Success,,Request,63.6632563,ROYT,Pacific Coast Oil Trust,20,5/2/2012,5/3/2012,USD,2.24,4/11/2019,-88.8
Success,,Request,63.6632563,PD,PagerDuty,24,4/10/2019,4/11/2019,USD,38.25,4/11/2019,59.38
Success,,Request,63.6632563,PAGS,PagSeguro Digital,21.5,1/23/2018,1/24/2018,USD,28.63,4/11/2019,33.16
Success,,Request,63.6632563,PANW,Palo Alto Networks,42,7/19/2012,7/20/2012,USD,245.93,4/11/2019,485.55
Success,,Request,63.6632563,FRSH,Papa Murphy's,11,5/1/2014,5/2/2014,USD,6.42,4/11/2019,-41.64
Success,,Request,63.6632563,PGRE,Paramount Group,17.5,11/18/2014,11/19/2014,USD,14.46,4/11/2019,-17.37
Success,,Request,63.6632563,PARN,Parnell Pharmaceuticals,10,6/18/2014,6/18/2014,USD,0.323,4/11/2019,-96.77
Success,,Request,63.6632563,PE,Parsley Energy,18.5,5/22/2014,5/23/2014,USD,18.16,4/11/2019,-1.84
Success,,Request,63.6632563,PRTY,Party City Holdco,17,4/15/2015,4/16/2015,USD,8.22,4/11/2019,-51.65
Success,,Request,63.6632563,PEGI,Pattern Energy Group,22,9/26/2013,9/27/2013,USD,22.57,4/11/2019,2.59
Success,,Request,63.6632563,PAYC,Paycom Software,15,4/14/2014,4/15/2014,USD,188.58,4/11/2019,1157.2
Success,,Request,63.6632563,PCTY,Paylocity,17,3/18/2014,3/19/2014,USD,86.78,4/11/2019,410.47
Success,,Request,63.6632563,PBF,PBF Energy,26,12/12/2012,12/13/2012,USD,33.38,4/11/2019,28.38
Success,,Request,63.6632563,PBFX,PBF Logistics LP,23,5/8/2014,5/9/2014,USD,21.12,4/11/2019,-8.17
Success,,Request,63.6632563,SKIS,Peak Resorts,9,11/20/2014,11/21/2014,USD,4.68,4/11/2019,-48
Success,,Request,63.6632563,PFSI,PennyMac Financial Services,18,5/8/2013,5/9/2013,USD,22.56,4/11/2019,25.33
Success,,Request,63.6632563,WRLSU,Pensare Acquisition,10,7/27/2017,7/28/2017,USD,10.5,4/11/2019,5
Success,,Request,63.6632563,PEN,Penumbra,30,9/17/2015,9/18/2015,USD,141.16,4/11/2019,370.53
Success,,Request,63.6632563,PUB,People's Utah Bancorp,14.5,6/10/2015,6/11/2015,USD,27.8,4/11/2019,91.72
Success,,Request,63.6632563,PFGC,Performance Food Group,19,9/30/2015,10/1/2015,USD,40.36,4/11/2019,112.42
Success,,Request,63.6632563,PFMT,Performant Financial,9,8/9/2012,8/10/2012,USD,2.25,4/11/2019,-75
Success,,Request,63.6632563,PRT,PermRock Royalty Trust,17,5/1/2018,5/2/2018,USD,8.53,4/11/2019,-49.82
Success,,Request,63.6632563,PETQ,PetIQ,16,7/20/2017,7/21/2017,USD,30.78,4/11/2019,92.38
Success,,Request,63.6632563,PFNX,Pfenex,6,7/23/2014,7/24/2014,USD,6.38,4/11/2019,6.33
Success,,Request,63.6632563,PHAS,PhaseBio Pharmaceuticals,5,10/17/2018,10/18/2018,USD,13.51,4/11/2019,170.2
Success,,Request,63.6632563,PAHC,Phibro Animal Health,15,4/10/2014,4/11/2014,USD,33.62,4/11/2019,124.13
Success,,Request,63.6632563,PSXP,Phillips 66 Partners LP,23,7/22/2013,7/23/2013,USD,51.22,4/11/2019,122.7
Success,,Request,63.6632563,DOC,Physicians Realty Trust,11.5,7/18/2013,7/19/2013,USD,18.47,4/11/2019,60.61
Success,,Request,63.6632563,PIRS,Pieris Pharmaceuticals,2.75,6/29/2015,6/30/2015,USD,3.39,4/11/2019,23.27
Success,,Request,63.6632563,PDD,Pinduoduo,19,7/25/2018,7/26/2018,USD,21.67,4/11/2019,14.05
Success,,Request,63.6632563,PF,Pinnacle Foods,20,3/27/2013,3/28/2013,USD,66.66,4/11/2019,233.3
Success,,Request,63.6632563,PT,Pintec Technology Holdings,11.88,10/24/2018,10/25/2018,USD,10.4,4/11/2019,-12.46
Success,,Request,63.6632563,PPSI,Pioneer Power Solutions,7,9/18/2013,9/19/2013,USD,5,4/11/2019,-28.57
Success,,Request,63.6632563,PVT.U,Pivotal Acquisition,10,1/31/2019,1/31/2019,USD,10.4,4/11/2019,4
Success,,Request,63.6632563,PVTL,Pivotal Software,15,4/19/2018,4/20/2018,USD,19.95,4/11/2019,33
Success,,Request,63.6632563,PAGP,"Plains GP Holdings, LP",22,10/15/2013,10/16/2013,USD,24.97,4/11/2019,13.5
Success,,Request,63.6632563,PLNT,Planet Fitness,16,8/5/2015,8/6/2015,USD,71.22,4/11/2019,345.12
Success,,Request,63.6632563,EAGLU,Platinum Eagle Acquisition,10,1/11/2018,1/12/2018,USD,10.3,4/11/2019,3
Success,,Request,63.6632563,AGS,PlayAGS,16,1/25/2018,1/26/2018,USD,24.84,4/11/2019,55.25
Success,,Request,63.6632563,PS,Pluralsight,15,5/16/2018,5/17/2018,USD,32.06,4/11/2019,113.73
Success,,Request,63.6632563,PLYM,Plymouth Industrial REIT,19,6/8/2017,6/9/2017,USD,16.8,4/11/2019,-11.58
Success,,Request,63.6632563,POLA,Polar Power,7,12/6/2016,12/7/2016,USD,4.64,4/11/2019,-33.71
Success,,Request,63.6632563,PTLA,Portola Pharmaceuticals,14.5,5/21/2013,5/22/2013,USD,35.24,4/11/2019,143.03
Success,,Request,63.6632563,PBPB,Potbelly,14,10/3/2013,10/4/2013,USD,9.06,4/11/2019,-35.29
Success,,Request,63.6632563,PBTS,Powerbridge Technologies,5,4/1/2019,4/2/2019,USD,5.61,4/11/2019,12.2
Success,,Request,63.6632563,PPDF,PPDAI Group,13,11/9/2017,11/10/2017,USD,5,4/11/2019,-61.54
Success,,Request,63.6632563,PQG,PQ Group Holdings,17.5,9/28/2017,9/29/2017,USD,16.1,4/11/2019,-8
Success,,Request,63.6632563,PRAH,PRA Health Sciences,18,11/12/2014,11/13/2014,USD,103.8,4/11/2019,476.67
Success,,Request,63.6632563,DTIL,Precision BioSciences,16,3/27/2019,3/28/2019,USD,14.04,4/11/2019,-12.25
Success,,Request,63.6632563,PINC,Premier,27,9/25/2013,9/26/2013,USD,33.59,4/11/2019,24.41
Success,,Request,63.6632563,LENS,Presbia,10,1/28/2015,1/29/2015,USD,0.6496,4/11/2019,-93.5
Success,,Request,63.6632563,PSDO,Presidio,14,3/9/2017,3/10/2017,USD,14.77,4/11/2019,5.5
Success,,Request,63.6632563,PRNB,Principia Biopharma,17,9/13/2018,9/14/2018,USD,30.58,4/11/2019,79.88
Success,,Request,63.6632563,IPDN,Professional Diversity Network,8,3/4/2013,3/5/2013,USD,3.16,4/11/2019,-60.5
Success,,Request,63.6632563,PFPT,Proofpoint,13,4/19/2012,4/20/2012,USD,119.94,4/11/2019,822.62
Success,,Request,63.6632563,PUMP,ProPetro Holding,14,3/16/2017,3/17/2017,USD,23.65,4/11/2019,68.93
Success,,Request,63.6632563,PRQR,ProQR Therapeutics,13,9/17/2014,9/18/2014,USD,14.09,4/11/2019,8.38
Success,,Request,63.6632563,PTGX,Protagonist Therapeutics,12,8/10/2016,8/11/2016,USD,11.51,4/11/2019,-4.08
Success,,Request,63.6632563,PRTO,Proteon Therapeutics,10,10/21/2014,10/22/2014,USD,0.5344,4/11/2019,-94.66
Success,,Request,63.6632563,PTI,Proteostasis Therapeutics,8,2/10/2016,2/11/2016,USD,1.36,4/11/2019,-83
Success,,Request,63.6632563,PRLB,Proto Labs,16,2/23/2012,2/24/2012,USD,110.65,4/11/2019,591.56
Success,,Request,63.6632563,PTCT,PTC Therapeutics,15,6/19/2013,6/20/2013,USD,38.6,4/11/2019,157.33
Success,,Request,63.6632563,PLSE,Pulse Biosciences,4,5/17/2016,5/18/2016,USD,15.86,4/11/2019,296.5
Success,,Request,63.6632563,PACQU,Pure Acquisition,10,4/12/2018,4/13/2018,USD,10.65,4/11/2019,6.5
Success,,Request,63.6632563,PSTG,Pure Storage,17,10/6/2015,10/7/2015,USD,22.99,4/11/2019,35.24
Success,,Request,63.6632563,NEW,Puxin,17,6/14/2018,6/15/2018,USD,9.87,4/11/2019,-41.94
Success,,Request,63.6632563,QTWO,Q2 Holdings,13,3/19/2014,3/20/2014,USD,68.22,4/11/2019,424.77
Success,,Request,63.6632563,QIWI,QIWI,17,5/2/2013,5/3/2013,USD,14.01,4/11/2019,-17.59
Success,,Request,63.6632563,QTS,QTS Realty Trust,21,10/8/2013,10/9/2013,USD,45.96,4/11/2019,118.86
Success,,Request,63.6632563,QLYS,Qualys,12,9/27/2012,9/28/2012,USD,82.17,4/11/2019,584.75
Success,,Request,63.6632563,QTNA,Quantenna Communications,16,10/27/2016,10/28/2016,USD,24.26,4/11/2019,51.62
Success,,Request,63.6632563,QTRX,Quanterix,15,12/6/2017,12/7/2017,USD,23.99,4/11/2019,59.93
Success,,Request,63.6632563,QD,Qudian,24,10/17/2017,10/18/2017,USD,5.15,4/11/2019,-78.54
Success,,Request,63.6632563,QES,Quintana Energy Services,10,2/8/2018,2/9/2018,USD,4.34,4/11/2019,-56.6
Success,,Request,63.6632563,QTT,Qutoutiao,7,9/13/2018,9/14/2018,USD,8.98,4/11/2019,28.29
Success,,Request,63.6632563,RMED,Ra Medical Systems,17,9/26/2018,9/27/2018,USD,3.49,4/11/2019,-79.47
Success,,Request,63.6632563,RARX,Ra Pharmaceuticals,13,10/25/2016,10/26/2016,USD,23.22,4/11/2019,78.62
Success,,Request,63.6632563,RDUS,Radius Health,8,6/5/2014,6/6/2014,USD,21.68,4/11/2019,171
Success,,Request,63.6632563,METC,Ramaco Resources,13.5,2/2/2017,2/3/2017,USD,5.6,4/11/2019,-58.52
Success,,Request,63.6632563,RNGR,Ranger Energy Services,14.5,8/10/2017,8/11/2017,USD,8.28,4/11/2019,-42.9
Success,,Request,63.6632563,RPD,Rapid7,16,7/16/2015,7/17/2015,USD,52.36,4/11/2019,227.25
Success,,Request,63.6632563,RBB,RBB Bancorp,23,7/25/2017,7/26/2017,USD,19.39,4/11/2019,-15.7
Success,,Request,63.6632563,RMAX,RE/MAX Holdings,22,10/1/2013,10/2/2013,USD,41.17,4/11/2019,87.14
Success,,Request,63.6632563,RLGY,Realogy Holdings,27,10/10/2012,10/11/2012,USD,12.8,4/11/2019,-52.59
Success,,Request,63.6632563,RETA,Reata Pharmaceuticals,11,5/25/2016,5/26/2016,USD,87.2,4/11/2019,692.73
Success,,Request,63.6632563,REPH,Recro Pharma,8,3/6/2014,3/7/2014,USD,8.49,4/11/2019,6.12
Success,,Request,63.6632563,RRR,Red Rock Resorts (Station Casinos),19.5,4/26/2016,4/27/2016,USD,27.27,4/11/2019,39.85
Success,,Request,63.6632563,RDFN,Redfin,15,7/27/2017,7/28/2017,USD,22.56,4/11/2019,50.4
Success,,Request,63.6632563,RWGE.U,Regalwood Global Energy,10,11/30/2017,12/1/2017,USD,10.455,4/11/2019,4.55
Success,,Request,63.6632563,RGNX,REGENXBIO,22,9/16/2015,9/17/2015,USD,53.05,4/11/2019,141.14
Success,,Request,63.6632563,RM,Regional Management,15,3/27/2012,3/28/2012,USD,25.26,4/11/2019,68.4
Success,,Request,63.6632563,RGLS,Regulus Therapeutics,4,10/4/2012,10/4/2012,USD,1.05,4/11/2019,-73.75
Success,,Request,63.6632563,REGI,Renewable Energy Group,10,1/18/2012,1/19/2012,USD,23.14,4/11/2019,131.4
Success,,Request,63.6632563,RPLA.U,Replay Acquisition,10,4/3/2019,4/4/2019,USD,10.09,4/11/2019,0.9
Success,,Request,63.6632563,REPL,Replimune Group,15,7/19/2018,7/20/2018,USD,15.3,4/11/2019,2
Success,,Request,63.6632563,RESN,Resonant,6,5/28/2014,5/29/2014,USD,3.06,4/11/2019,-49
Success,,Request,63.6632563,RH,Restoration Hardware,24,11/1/2012,11/2/2012,USD,118.05,4/11/2019,391.88
Success,,Request,63.6632563,HAIR,Restoration Robotics,7,10/11/2017,10/12/2017,USD,0.6285,4/11/2019,-91.02
Success,,Request,63.6632563,TORC,Restorbio,15,1/25/2018,1/26/2018,USD,7.3,4/11/2019,-51.33
Success,,Request,63.6632563,RPAI,Retail Properties of America,8,4/4/2012,4/5/2012,USD,12.47,4/11/2019,55.88
Success,,Request,63.6632563,RETO,RETO Eco-Solutions,5,11/28/2017,11/29/2017,USD,1.72,4/11/2019,-65.6
Success,,Request,63.6632563,RTRX,Retrophin,8.5,1/9/2014,1/10/2014,USD,22.03,4/11/2019,159.18
Success,,Request,63.6632563,REVG,Rev Group,22,1/26/2017,1/27/2017,USD,11.36,4/11/2019,-48.36
Success,,Request,63.6632563,RVNC,Revance Therapeutics,16,2/5/2014,2/6/2014,USD,14.04,4/11/2019,-12.25
Success,,Request,63.6632563,RWLK,ReWalk Robotics,12,9/11/2014,9/12/2014,USD,3.93,4/11/2019,-67.25
Success,,Request,63.6632563,REXR,Rexford Industrial Realty,14,7/18/2013,7/19/2013,USD,37.19,4/11/2019,165.64
Success,,Request,63.6632563,RXN,Rexnord Corporation,18,3/28/2012,3/29/2012,USD,26.89,4/11/2019,49.39
Success,,Request,63.6632563,rytm,Rhythm Pharmaceuticals,17,10/4/2017,10/5/2017,USD,26.52,4/11/2019,56
Success,,Request,63.6632563,RNG,RingCentral,13,9/26/2013,9/27/2013,USD,105.6,4/11/2019,712.31
Success,,Request,63.6632563,REDU,RISE Education,14.5,10/19/2017,10/20/2017,USD,10.24,4/11/2019,-29.38
Success,,Request,63.6632563,RTTR,Ritter Pharmaceuticals,5,6/23/2015,6/24/2015,USD,0.8902,4/11/2019,-82.2
Success,,Request,63.6632563,RMG.U,RMG Acquisition,10,2/7/2019,2/8/2019,USD,10.0199,4/11/2019,0.2
Success,,Request,63.6632563,ROKU,Roku,14,9/27/2017,9/28/2017,USD,58.65,4/11/2019,318.93
Success,,Request,63.6632563,RUBY,Rubius Therapeutics,23,7/17/2018,7/18/2018,USD,18.21,4/11/2019,-20.83
Success,,Request,63.6632563,RUHN,Ruhnn Holding,12.5,4/2/2019,4/3/2019,USD,6.26,4/11/2019,-49.92
Success,,Request,63.6632563,RMBL,RumbleOn,5.5,10/19/2017,10/19/2017,USD,5.01,4/11/2019,-8.91
Success,,Request,63.6632563,RYB,RYB Education,18.5,9/26/2017,9/27/2017,USD,7.42,4/11/2019,-59.89
Success,,Request,63.6632563,RYI,Ryerson Holding,11,8/7/2014,8/8/2014,USD,8.33,4/11/2019,-24.27
Success,,Request,63.6632563,SCACU,Saban Capital Acquisition,10,9/15/2016,9/16/2016,USD,10.25,4/11/2019,2.5
Success,,Request,63.6632563,SABR,Sabre,16,4/16/2014,4/17/2014,USD,21.89,4/11/2019,36.81
Success,,Request,63.6632563,SACH,Sachem Capital,5,2/9/2017,2/10/2017,USD,4.65,4/11/2019,-7
Success,,Request,63.6632563,SAFE,"Safety, Income and Growth",20,6/21/2017,6/22/2017,USD,22.82,4/11/2019,14.1
Success,,Request,63.6632563,SAGE,Sage Therapeutics,18,7/17/2014,7/18/2014,USD,170.07,4/11/2019,844.83
Success,,Request,63.6632563,SAIL,SailPoint Technologies,12,11/16/2017,11/17/2017,USD,27.94,4/11/2019,132.83
Success,,Request,63.6632563,SDR,SandRidge Mississippian Trust II,21,4/17/2012,4/18/2012,USD,1.02,4/11/2019,-95.14
Success,,Request,63.6632563,SC,Santander Consumer USA,24,1/22/2014,1/23/2014,USD,21.98,4/11/2019,-8.42
Success,,Request,63.6632563,SNDR,Schneider National,19,4/5/2017,4/6/2017,USD,21.29,4/11/2019,12.05
Success,,Request,63.6632563,SRRK,Scholar Rock Holding,14,5/23/2018,5/24/2018,USD,16.72,4/11/2019,19.43
Success,,Request,63.6632563,SAMAU,Schultze Special Purpose Acquisition,10,12/10/2018,12/11/2018,USD,10.11,4/11/2019,1.1
Success,,Request,63.6632563,SALT,Scorpio Bulkers,9.75,12/11/2013,12/12/2013,USD,4.58,4/11/2019,-53.03
Success,,Request,63.6632563,SCPH,scPharmaceuticals,14,11/16/2017,11/17/2017,USD,2.62,4/11/2019,-81.29
Success,,Request,63.6632563,SCYX,SCYNEXIS,10,5/1/2014,5/2/2014,USD,1.85,4/11/2019,-81.5
Success,,Request,63.6632563,SE,Sea,15,10/19/2017,10/20/2017,USD,23.41,4/11/2019,56.07
Success,,Request,63.6632563,SDLP,Seadrill Partners,22,10/18/2012,10/19/2012,USD,0.79,4/11/2019,-96.41
Success,,Request,63.6632563,SEAS,SeaWorld Entertainment,27,4/18/2013,4/19/2013,USD,24.07,4/11/2019,-10.85
Success,,Request,63.6632563,EYES,Second Sight Medical Products,9,11/18/2014,11/19/2014,USD,1.035,4/11/2019,-88.5
Success,,Request,63.6632563,SECO,Secoo Holding ,13,9/21/2017,9/22/2017,USD,9.58,4/11/2019,-26.31
Success,,Request,63.6632563,SCWX,SecureWorks,14,4/21/2016,4/22/2016,USD,17.92,4/11/2019,28
Success,,Request,63.6632563,WTTR,Select Energy Services,14,4/20/2017,4/21/2017,USD,12.02,4/11/2019,-14.14
Success,,Request,63.6632563,SIR,Select Income REIT,21.5,3/6/2012,3/7/2012,USD,7.36,4/11/2019,-65.77
Success,,Request,63.6632563,SELB,Selecta Biosciences,14,6/21/2016,6/22/2016,USD,2.74,4/11/2019,-80.43
Success,,Request,63.6632563,SMLR,Semler Scientific,7,2/20/2014,2/21/2014,USD,42.4,4/11/2019,505.71
Success,,Request,63.6632563,SEND,SendGrid,16,11/14/2017,11/15/2017,USD,54.08,4/11/2019,238
Success,,Request,63.6632563,SNES,SenesTech,8,12/8/2016,12/8/2016,USD,1.19,4/11/2019,-85.12
Success,,Request,63.6632563,AIHS,Senmiao Technology,4,3/16/2018,3/16/2018,USD,4.64,4/11/2019,16
Success,,Request,63.6632563,SENS,Senseonics Holdings,2.85,3/17/2016,3/18/2016,USD,2.19,4/11/2019,-23.16
Success,,Request,63.6632563,STNLU,Sentinel Energy Services,10,11/2/2017,11/3/2017,USD,10.26,4/11/2019,2.6
Success,,Request,63.6632563,MCRB,Seres Therapeutics,18,6/25/2015,6/26/2015,USD,6.7,4/11/2019,-62.78
Success,,Request,63.6632563,SERV,ServiceMaster Global Holdings,17,6/25/2014,6/26/2014,USD,47.82,4/11/2019,181.29
Success,,Request,63.6632563,NOW,ServiceNow,18,6/28/2012,6/29/2012,USD,245.77,4/11/2019,1265.39
Success,,Request,63.6632563,SFBS,ServisFirst Bancshares,91,5/13/2014,5/14/2014,USD,34.6,4/11/2019,-61.98
Success,,Request,63.6632563,SHAK,Shake Shack,21,1/29/2015,1/30/2015,USD,59.72,4/11/2019,184.38
Success,,Request,63.6632563,SHLX,Shell Midstream Partners LP,23,10/28/2014,10/29/2014,USD,20.63,4/11/2019,-10.3
Success,,Request,63.6632563,PIXY,ShiftPixy,6,6/29/2017,6/30/2017,USD,1.07,4/11/2019,-82.17
Success,,Request,63.6632563,SWAV,ShockWave Medical,17,3/6/2019,3/7/2019,USD,30.1,4/11/2019,77.06
Success,,Request,63.6632563,SHOP,Shopify,17,5/20/2015,5/21/2015,USD,210.99,4/11/2019,1141.12
Success,,Request,63.6632563,SSTI,ShotSpotter,11,6/6/2017,6/7/2017,USD,45.85,4/11/2019,316.82
Success,,Request,63.6632563,SSTK,Shutterstock,17,10/10/2012,10/11/2012,USD,47.02,4/11/2019,176.59
Success,,Request,63.6632563,SIBN,SI-BONE,15,10/16/2018,10/17/2018,USD,17.5,4/11/2019,16.67
Success,,Request,63.6632563,SNNA,Sienna Biopharmaceuticals,15,7/26/2017,7/27/2017,USD,2.21,4/11/2019,-85.27
Success,,Request,63.6632563,SIEN,Sientra,15,10/28/2014,10/29/2014,USD,7.38,4/11/2019,-50.8
Success,,Request,63.6632563,SILK,Silk Road Medical,20,4/3/2019,4/4/2019,USD,36.66,4/11/2019,83.3
Success,,Request,63.6632563,EAGLU,Silver Eagle Acquisition,10,7/25/2013,7/26/2013,USD,10.3,4/11/2019,3
Success,,Request,63.6632563,SAMG,Silvercrest Asset Management,11,6/26/2013,6/27/2013,USD,13.76,4/11/2019,25.09
Success,,Request,63.6632563,SITE,SiteOne Landscape Supply,21,5/11/2016,5/12/2016,USD,61.1,4/11/2019,190.95
Success,,Request,63.6632563,SKYS,Sky Solar Holdings,8,11/13/2014,11/13/2014,USD,0.746,4/11/2019,-90.68
Success,,Request,63.6632563,SFS,Smart & Final Stores,12,9/23/2014,9/24/2014,USD,5.33,4/11/2019,-55.58
Success,,Request,63.6632563,SGH,SMART Global Holdings,11,5/23/2017,5/24/2017,USD,21.01,4/11/2019,91
Success,,Request,63.6632563,SND,Smart Sand,11,11/3/2016,11/4/2016,USD,4.11,4/11/2019,-62.64
Success,,Request,63.6632563,SMAR,Smartsheet,15,4/26/2018,4/27/2018,USD,38.64,4/11/2019,157.6
Success,,Request,63.6632563,SNAP,Snap,17,3/1/2017,3/2/2017,USD,11.9,4/11/2019,-30
Success,,Request,63.6632563,IPOA.U,Social Capital Hedosophia Holdings,10,9/13/2017,9/14/2017,USD,10.42,4/11/2019,4.2
Success,,Request,63.6632563,SOGO,Sogou,13,11/8/2017,11/9/2017,USD,5.76,4/11/2019,-55.69
Success,,Request,63.6632563,SEDG,SolarEdge Technologies,18,3/25/2015,3/26/2015,USD,40.62,4/11/2019,125.67
Success,,Request,63.6632563,SOI,Solaris Oilfield Infrastructure,12,5/11/2017,5/12/2017,USD,17.67,4/11/2019,47.25
Success,,Request,63.6632563,SWI,SolarWinds,15,10/18/2018,10/19/2018,USD,18.99,4/11/2019,26.6
Success,,Request,63.6632563,SLGL,Sol-Gel Technologies,12,1/31/2018,2/1/2018,USD,7.26,4/11/2019,-39.5
Success,,Request,63.6632563,SLDB,Solid Biosciences,16,1/25/2018,1/26/2018,USD,9.05,4/11/2019,-43.44
Success,,Request,63.6632563,SOLY,Soliton,5,2/14/2019,2/19/2019,USD,13.31,4/11/2019,166.2
Success,,Request,63.6632563,SONO,Sonos,15,8/1/2018,8/2/2018,USD,11.69,4/11/2019,-22.07
Success,,Request,63.6632563,SPHS,Sophiris Bio,5,8/16/2013,8/16/2013,USD,1.06,4/11/2019,-78.8
Success,,Request,63.6632563,SXE,Southcross Energy Partners,20,11/1/2012,11/2/2012,USD,0.316,4/11/2019,-98.42
Success,,Request,63.6632563,SPKE,Spark Energy,18,7/28/2014,7/29/2014,USD,9.17,4/11/2019,-49.06
Success,,Request,63.6632563,ONCE,Spark Therapeutics,23,1/29/2015,1/30/2015,USD,111.74,4/11/2019,385.83
Success,,Request,63.6632563,SPAQ.U,Spartan Energy Acquisition,10,8/9/2018,8/10/2018,USD,10.19,4/11/2019,1.9
